;x;y;Information
6;-3783.163;380.138;
7;-3782.082;374.78;
8;-3810.937;360.22;
9;-3834.819;350.472;
10;-3831.466;342.319;
Shape;;;Plat
Decoration;;;GreenManganese
Origin;;;Valencia
MCB 19880;;;
1;-3753.097;228.712;
2;-3753.097;238.76;
3;-3770.151;232.554;
4;-3778.713;241.2;
5;-3780.879;241.243;
6;-3782.699;238.013;
7;-3781.067;232.98;
8;-3804.021;217.371;
9;-3825.835;195.403;
10;-3823.88;194.604;
Shape;;;Plat
Decoration;;;GreenManganese
Origin;;;Valencia
MCB 19908;;;
1;-3588.624;221.136;
2;-3588.624;227.728;
3;-3600.993;223.804;
4;-3612.613;234.894;
5;-3613.803;234.894;
6;-3615.772;231.606;
7;-3614.751;224.796;
8;-3644.408;209.087;
9;-3662.971;195.515;
10;-3660.81;193.795;
Shape;;;Plat
Decoration;;;GreenManganese
Origin;;;Valencia
26 lerma;;;
1;-1123.56;-1160.81;
2;-1123.56;-1158.21;
3;-1137.99;-1161.07;
4;-1145.84;-1154.87;
5;-1149.06;-1154.87;
6;-1150.58;-1156.85;
7;-1148.88;-1160.8;
8;-1177.58;-1186.19;
9;-1179.75;-1203.56;
10;-1177.76;-1204.84;
Shape;;;Saler
Decoration;;;GreenManganese
Origin;;;Valencia
30 lerma;;;
1;-1123.31;-1040.2;
2;-1123.31;-1035.23;
3;-1138.23;-1038.91;
4;-1146.01;-1030.91;
5;-1148.64;-1030.91;
6;-1149.5;-1032.33;
7;-1146.76;-1039.41;
8;-1194.06;-1072.16;
9;-1194.75;-1077.04;
10;-1191.95;-1078.31;
Shape;;;Saler
Decoration;;;GreenManganese
Origin;;;Valencia
MCB 20087;;;
1;-927.76;-1179.62;
2;-927.76;-1176.34;
3;-940.91;-1177.91;
4;-947.57;-1173.9;
5;-955.04;-1174.15;
6;-956.46;-1177.02;
7;-953.92;-1182.18;
8;-994.54;-1217.82;
9;-994.48;-1223.59;
10;-993.37;-1225.07;
Shape;;;Saler
Decoration;;;GreenManganese
Origin;;;Valencia
MCB 18842;;;
1;-423.84;-1183.99;
2;-423.84;-1180.21;
3;-428.58;-1179.92;
4;-441.57;-1177.93;
5;-444.25;-1178.23;
6;-446.72;-1180.17;
7;-452.68;-1184.79;
8;-469.83;-1203.05;
9;-474.02;-1219.13;
10;-472.85;-1220.58;
Shape;;;Saler
Decoration;;;Luster
Origin;;;Valencia
Mes25;;;
1;901.12;-1182.28;
2;901.12;-1176.77;
3;893.03;-1175.73;
4;888.81;-1174.29;
5;887.28;-1174.24;
6;884.55;-1177.76;
7;886.19;-1179.85;
8;859.51;-1199.09;
9;867.55;-1205.17;
10;868.3;-1205.27;
Shape;;;Saler
Decoration;;;Blue
Origin;;;Valencia
MCB 20089;;;
1;-2403.1;-2443.8;
2;-2403.1;-2435.25;
3;-2433.63;-2442.94;
4;-2442.96;-2432.47;
5;-2446.77;-2432.2;
6;-2449.29;-2434.78;
7;-2447.15;-2441.82;
8;-2521.61;-2496.94;
9;-2553.88;-2530.51;
10;-2546.23;-2539.24;
Shape;;;Servidora
Decoration;;;GreenManganese
Origin;;;Valencia
32 lerma;;;
1;-2407.32;-2237.86;
2;-2407.32;-2226.78;
3;-2435.6;-2235.33;
4;-2449.11;-2222.26;
5;-2452.89;-2222.58;
6;-2453.65;-2228.1;
7;-2452.12;-2234.28;
8;-2513.97;-2280.95;
9;-2555.3;-2323.14;
10;-2546.5;-2330.49;
Shape;;;Servidora
Decoration;;;GreenManganese
Origin;;;Valencia
MCB 18777;;;
1;-2380.68;-2003.26;
2;-2380.68;-1995.99;
3;-2420.42;-2001.99;
4;-2430.28;-1993.04;
5;-2441.61;-1992.74;
6;-2444.18;-1997.91;
7;-2441.02;-2007.18;
8;-2538.51;-2067.42;
9;-2589;-2118.11;
10;-2583.3;-2130.95;
Shape;;;Servidora
Decoration;;;GreenManganese
Origin;;;Valencia
MCB 20091;;;
1;-2377.31;-1753.54;
2;-2377.31;-1744.7;
3;-2419.26;-1747.82;
4;-2430.43;-1737.12;
5;-2442.74;-1737.12;
6;-2446.19;-1742.65;
7;-2442.15;-1749.94;
8;-2540.9;-1826.13;
9;-2574.47;-1860.64;
10;-2567.59;-1875.75;
Shape;;;Servidora
Decoration;;;GreenManganese
Origin;;;Valencia
MCB 20092;;;
1;-2377.66;-1530.22;
2;-2377.66;-1520.62;
3;-2419.71;-1523.83;
4;-2440.57;-1518.36;
5;-2448.14;-1518.36;
6;-2452.42;-1527.4;
7;-2448.62;-1533.96;
8;-2508.52;-1586.71;
9;-2555.51;-1637.49;
10;-2552.86;-1650.89;
Shape;;;Servidora
Decoration;;;GreenManganese
Origin;;;Valencia
33 lerma;;;
1;-1863.79;-2492.62;
2;-1863.79;-2486.97;
3;-1885.2;-2486.11;
4;-1896.22;-2475.73;
5;-1901.28;-2475.73;
6;-1902.74;-2480.66;
7;-1901.97;-2485.19;
8;-1938.47;-2508.37;
9;-1977.83;-2549.29;
10;-1973.59;-2555.33;
Shape;;;Servidora
Decoration;;;GreenManganese
Origin;;;Valencia
Reb 37;;;
1;-826.55;-2481.31;
2;-826.55;-2473.13;
3;-848.33;-2473.93;
4;-858.61;-2460.68;
5;-866.8;-2460.68;
6;-869.23;-2463;
7;-867.54;-2471.2;
8;-937.77;-2528.55;
9;-941.26;-2552.04;
10;-939.95;-2554.25;
Shape;;;Servidora
Decoration;;;LusterBlue
Origin;;;Valencia
Mes 25.57;;;
1;651.95;-2396.18;
2;651.95;-2391.16;
3;627.59;-2391.16;
4;609.24;-2386.98;
5;607.85;-2387.07;
6;606.03;-2391.53;
7;606.81;-2395.58;
8;547.63;-2451.09;
9;544.18;-2473.19;
10;545.1;-2474.27;
Shape;;;Servidora
Decoration;;;Blue
Origin;;;Valencia
Mes 29.61;;;
1;370.16;-2054.38;
2;370.16;-2044.37;
3;355.64;-2048.47;
4;344.99;-2038.95;
5;334.56;-2038.95;
6;331.73;-2050.08;
7;334;-2052.66;
8;280.72;-2094.01;
9;260.12;-2123.09;
10;267.67;-2127.82;
Shape;;;Servidora
Decoration;;;Blue
Origin;;;Valencia
Mes 29.2;;;
1;617.78;-2039.13;
2;617.78;-2025.89;
3;608.55;-2028.74;
4;591.6;-2019.37;
5;584.79;-2019.37;
6;577.54;-2030.14;
7;580.73;-2034.35;
8;518.33;-2076.57;
9;508.82;-2111.09;
10;511.12;-2113.76;
Shape;;;Servidora
Decoration;;;Blue
Origin;;;Valencia
Mes 28;;;
1;338.61;-1868.75;
2;338.61;-1860.72;
3;313.94;-1860.25;
4;293.67;-1853.8;
5;289.79;-1853.8;
6;282.13;-1861.33;
7;288.9;-1867.68;
8;233.66;-1912.89;
9;224.68;-1942.58;
10;229.69;-1945.69;
Shape;;;Servidora
Decoration;;;Blue
Origin;;;Valencia
Mes 27;;;
1;617.78;-1890.15;
2;617.78;-1878.64;
3;598.25;-1874.93;
4;579;-1871.86;
5;576.17;-1871.91;
6;571.6;-1874.34;
7;577.63;-1883.49;
8;513.25;-1932.42;
9;508.35;-1953;
10;510.69;-1956.13;
Shape;;;Servidora
Decoration;;;Blue
Origin;;;Valencia
MCB18428;;;
1;376.127;132.611;
2;376.127;144.754;
3;363.537;145.981;
4;331.57;176.887;
5;326.816;176.643;
6;329.313;168.301;
7;345.337;148.356;
8;265.393;120.909;
9;262.729;109.231;
10;264.511;106.429;
Shape;;;Sotacopa
Decoration;;;Blue
Origin;;;Barcelona
MCB11181;;;
1;375.524;297.508;
2;375.524;312.493;
3;369.8;312.049;
4;331.049;338.338;
5;327.942;337.797;
6;328.779;330.884;
7;343.774;308.576;
8;250.372;285.339;
9;247.626;274.434;
10;249.126;274.075;
Shape;;;Sotacopa
Decoration;;;Blue
Origin;;;Barcelona
MCB12547;;;
1;374.214;486.135;
2;374.214;500.589;
3;367.504;501.024;
4;322.205;524.648;
5;319.551;523.527;
6;318.653;514.726;
7;346.254;498.596;
8;249.863;480.888;
9;249.692;474.288;
10;251.166;473.607;
Shape;;;Sotacopa
Decoration;;;Blue
Origin;;;Barcelona
MCB18112;;;
1;377.663;597.728;
2;377.663;606.937;
3;368.952;608.271;
4;331.133;631.577;
5;329.637;631.611;
6;330.923;622.626;
7;351.631;607.254;
8;240.282;587.694;
9;238.029;578.442;
10;241.272;575.796;
Shape;;;Sotacopa
Decoration;;;Blue
Origin;;;Barcelona
MCB18157;;;
1;370.528;682.814;
2;370.528;693.044;
3;361.412;697.158;
4;326.177;717.746;
5;323.711;717.436;
6;323.952;710.899;
7;346.82;695.552;
8;249.768;680.259;
9;248.299;667.329;
10;252.429;663.942;
Shape;;;Sotacopa
Decoration;;;Blue
Origin;;;Barcelona
MCB18159;;;
1;370.576;834.135;
2;370.576;847.199;
3;358.918;849.489;
4;320.08;884.023;
5;315.724;882.834;
6;317.717;872.511;
7;328.601;846.769;
8;235.96;825.674;
9;230.63;815.33;
10;233.075;814.319;
Shape;;;Sotacopa
Decoration;;;Blue
Origin;;;Barcelona
MCB12546;;;
1;1019.77;152.824;
2;1019.77;158.287;
3;1002.136;155.941;
4;970.714;184.925;
5;969.065;184.888;
6;969.128;176.235;
7;983.608;158.553;
8;907.08;131.84;
9;902.482;118.551;
10;904.904;117.745;
Shape;;;Sotacopa
Decoration;;;Blue
Origin;;;Barcelona
MCB40379;;;
1;1465.612;124.822;
2;1465.612;135.946;
3;1452.617;135.857;
4;1427.757;158.22;
5;1422.844;158.22;
6;1423.525;152.752;
7;1439.204;135.184;
8;1360.342;118.06;
9;1357.186;108.181;
10;1359.354;105.686;
Shape;;;Sotacopa
Decoration;;;Blue
Origin;;;Barcelona
MCB18117;;;
1;1469.191;232.699;
2;1469.191;234.725;
3;1461.395;237.077;
4;1449.779;259.44;
5;1421.652;259.262;
6;1419.393;253.213;
7;1431.594;235.578;
8;1325.579;215.733;
9;1324.996;206.995;
10;1327.109;205.819;
Shape;;;Sotacopa
Decoration;;;Blue
Origin;;;Barcelona
MCB9215;;;
1;1464.733;364.352;
2;1464.733;379.697;
3;1457.656;379.635;
4;1409.801;408.204;
5;1408.262;408.192;
6;1407.781;400.65;
7;1433.856;381.14;
8;1325.272;350.17;
9;1322.056;341.293;
10;1324.657;340.154;
Shape;;;Sotacopa
Decoration;;;Blue
Origin;;;Barcelona
MCB18083;;;
1;1463.777;475.494;
2;1463.777;484.254;
3;1456.499;484.518;
4;1420.39;511.896;
5;1417.672;511.839;
6;1420.183;501.314;
7;1437.643;488.638;
8;1344.96;461.255;
9;1342.051;448.933;
10;1344.554;448.707;
Shape;;;Sotacopa
Decoration;;;Blue
Origin;;;Barcelona
MCB9158;;;
1;1468.757;615.931;
2;1468.757;630.784;
3;1459.417;630.412;
4;1416.496;656.199;
5;1413.193;656.199;
6;1417.501;647.928;
7;1433.477;629.238;
8;1337.691;613.567;
9;1333.656;602.027;
10;1337.286;599.354;
Shape;;;Sotacopa
Decoration;;;Blue
Origin;;;Barcelona
MCB9131;;;
1;1465.624;720.321;
2;1465.624;731.393;
3;1457.155;730.698;
4;1408.66;759.944;
5;1407.689;759.945;
6;1408.56;749.551;
7;1428.097;737.596;
8;1329.435;711.286;
9;1327.043;701.309;
10;1328.852;699.935;
Shape;;;Sotacopa
Decoration;;;Blue
Origin;;;Barcelona
MCB17847;;;
1;1462.85;833.169;
2;1462.85;848.045;
3;1451.218;849.039;
4;1402.668;882.432;
5;1399.919;880.752;
6;1404.227;872.549;
7;1429.462;851.055;
8;1330.481;825.774;
9;1326.225;815.038;
10;1329.111;813.596;
Shape;;;Sotacopa
Decoration;;;Blue
Origin;;;Barcelona
MCB18085;;;
1;1466.553;946.667;
2;1466.553;954.991;
3;1457.11;955.527;
4;1404.42;986.604;
5;1403.676;986.621;
6;1407.828;976.342;
7;1431.321;954.006;
8;1332.389;929.055;
9;1327.892;916.277;
10;1330.658;914.84;
Shape;;;Sotacopa
Decoration;;;Blue
Origin;;;Barcelona
MCB18161;;;
1;1466.417;1067.328;
2;1466.417;1078.066;
3;1455.06;1084.405;
4;1410.534;1115.237;
5;1405.92;1115.332;
6;1413.273;1101.372;
7;1433.558;1080.405;
8;1342.724;1061.226;
9;1325.662;1045.227;
10;1329.577;1043.127;
Shape;;;Sotacopa
Decoration;;;Blue
Origin;;;Barcelona
MCB63667;;;
1;255.2689;57.1516;
2;255.2689;58.6006;
3;255.7343;58.6108;
4;257.9277;58.9244;
5;258.1217;58.9317;
6;258.4027;58.8682;
7;258.6257;58.7866;
8;262.0834;57.0896;
9;266.3379;55.3331;
10;265.9241;55.1008;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB20107;;;
1;254.8791;64.819;
2;254.8791;66.2125;
3;255.6003;66.2211;
4;257.3971;66.4153;
5;257.5563;66.418;
6;258.0061;66.3633;
7;258.3596;66.2934;
8;263.6115;63.9347;
9;266.6933;62.6664;
10;266.2678;62.2802;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Barcelona
MCB40317-55;;;
1;262.6538;116.3147;
2;262.6538;117.3862;
3;263.277;117.3893;
4;265.2597;117.4652;
5;265.6206;117.4712;
6;265.9422;117.3887;
7;266.0367;117.3539;
8;269.3051;115.0108;
9;270.4105;114.22;
10;270.2411;113.9945;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB46536;;;
1;262.1139;207.5884;
2;262.1139;209.4097;
3;262.7665;209.4037;
4;264.8935;209.6067;
5;265.2642;209.6545;
6;265.7327;209.3693;
7;265.5868;209.025;
8;270.461;206.1012;
9;272.2846;205.3783;
10;271.8906;205.0604;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB142666;;;
1;241.6245;207.8429;
2;241.6245;208.2957;
3;241.8676;208.3134;
4;243.9489;208.5704;
5;244.216;208.5838;
6;244.4985;208.2608;
7;244.4747;208.0139;
8;245.2105;207.7047;
9;248.9519;205.6254;
10;248.6;205.3773;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB46537;;;
1;261.9706;222.1545;
2;261.9706;223.2305;
3;262.2963;223.2443;
4;264.8413;223.4995;
5;265.2422;223.5324;
6;265.4911;223.3489;
7;265.5086;222.8026;
8;269.864;220.6111;
9;271.6896;220.19;
10;271.2308;219.8474;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB46538;;;
1;261.0038;230.2332;
2;261.0038;231.6473;
3;261.3728;231.6725;
4;264.0994;232.0119;
5;264.2238;232.011;
6;264.63;231.7112;
7;264.5286;231.2945;
8;269.1265;229.0132;
9;271.3899;228.2774;
10;270.9751;228.0458;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB36575;;;
1;191.7157;56.6064;
2;191.7157;57.8124;
3;192.5249;57.8477;
4;193.807;58.0835;
5;193.9352;58.0877;
6;194.41;58.0263;
7;194.8812;57.9107;
8;199.8163;55.5458;
9;202.288;54.7896;
10;201.9781;54.5019;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Barcelona
MCB63529;;;
1;192.0507;63.9291;
2;192.0507;64.5714;
3;192.5672;64.5809;
4;194.5688;65.1485;
5;194.6914;65.1562;
6;195.0715;65.088;
7;195.7607;64.9036;
8;202.5017;61.9932;
9;204.2929;61.3965;
10;203.9362;61.115;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Barcelona
MCB363571;;;
1;191.9459;68.4898;
2;191.9459;70.0994;
3;192.4988;70.1265;
4;194.6806;70.4752;
5;194.7598;70.475;
6;194.9665;70.4323;
7;195.7932;70.1438;
8;199.599;67.9579;
9;203.1069;66.9155;
10;202.5738;66.4835;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Barcelona
MCB64679;;;
1;131.274;19.3039;
2;131.274;19.9816;
3;131.5827;19.9684;
4;137.258;21.525;
5;137.3364;21.5268;
6;142.6327;19.1262;
7;145.2754;17.8367;
8;147.8529;16.9569;
9;151.0737;15.933;
10;150.6686;15.5745;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Barcelona
MCB100626;;;
1;131.2142;27.0225;
2;131.2142;27.4326;
3;131.4037;27.4417;
4;137.6427;29.6117;
5;137.8097;29.6185;
6;138.0262;29.5878;
7;138.3112;29.5128;
8;143.9003;26.0462;
9;149.5179;23.7472;
10;149.386;23.4863;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Barcelona
MCB 100616;;;
1;131.274;62.4892;
2;131.274;62.8541;
3;131.9825;62.8714;
4;134.0291;63.1199;
5;134.226;63.1184;
6;134.4558;63.0852;
7;134.9384;62.9307;
8;140.6491;60.1462;
9;144.2296;59.2354;
10;143.3237;58.8713;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Barcelona
MCB 63584;;;
1;62.4531;71.76;
2;62.4531;72.9889;
3;62.9455;73.0125;
4;65.1185;73.181;
5;65.4943;73.1741;
6;65.7805;73.1013;
7;66.1293;72.9566;
8;71.3445;70.6048;
9;73.0327;69.9915;
10;72.4545;69.6818;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Barcelona
MCB 63790;;;
1;69.0118;6.9897;
2;69.0118;7.5218;
3;69.538;7.4685;
4;75.0208;8.9535;
5;75.3942;9.0006;
6;75.5582;8.9526;
7;76.3502;8.5557;
8;80.9259;5.0342;
9;87.0808;2.0505;
10;86.569;1.7803;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Barcelona
MCB 100637;;;
1;68.9366;15.1168;
2;68.9366;15.399;
3;69.3732;15.4519;
4;74.7808;17.8387;
5;74.9093;17.8401;
6;75.102;17.8053;
7;75.2218;17.7555;
8;82.7152;12.2072;
9;88.407;10.0266;
10;88.2356;9.8388;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Barcelona
MCB 65792;;;
1;69.0118;25.9425;
2;69.0118;26.16;
3;69.1484;26.171;
4;75.4657;27.7979;
5;75.5735;27.8014;
6;75.6151;27.7966;
7;75.8175;27.7387;
8;83.2771;23.079;
9;88.3819;21.0611;
10;88.2528;20.9138;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Barcelona
MCB 65793;;;
1;69.0118;37.2696;
2;69.0118;37.6753;
3;70.1444;37.7314;
4;75.4441;39.4548;
5;75.5955;39.4619;
6;75.745;39.4402;
7;76.4157;39.2143;
8;82.4759;35.8373;
9;89.6126;32.7015;
10;89.3278;32.4296;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Barcelona
MCB 51790;;;
1;88.3856;103.7325;
2;88.3856;104.7688;
3;89.2014;104.6762;
4;90.0745;105.0378;
5;91.5253;105.0378;
6;91.8275;104.9934;
7;93.6339;103.9362;
8;97.4387;101.4438;
9;98.5577;100.9065;
10;98.2921;100.6178;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB 5404;;;
1;88.3856;113.0052;
2;88.3856;113.8416;
3;89.1955;113.7975;
4;89.8863;114.0974;
5;90.0553;114.1017;
6;91.7866;113.6267;
7;91.7965;113.4263;
8;94.4078;111.6486;
9;95.7234;110.646;
10;95.5647;110.4802;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB 5163;;;
1;88.8754;119.4768;
2;88.8754;120.2177;
3;89.3381;120.1691;
4;90.8752;120.4803;
5;91.056;120.4872;
6;92.6361;120.187;
7;93.8097;119.3173;
8;97.0128;117.0897;
9;98.4161;116.324;
10;98.2386;116.0599;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB 5285;;;
1;60.5671;103.2057;
2;60.5671;104.3272;
3;61.3877;104.1628;
4;62.087;104.3259;
5;63.6157;104.3259;
6;65.6403;103.847;
7;66.9722;102.7342;
8;69.2045;101.6386;
9;70.3773;101.1185;
10;70.1273;100.7046;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB 5418;;;
1;60.5585;110.1692;
2;60.5585;110.7468;
3;61.9079;110.566;
4;62.7366;110.8931;
5;62.8913;110.9012;
6;65.3651;109.9751;
7;65.4223;109.7791;
8;69.475;107.5189;
9;70.3746;106.9325;
10;70.1824;106.71;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB 5415;;;
1;60.8507;115.5599;
2;60.8507;116.1771;
3;61.5185;116.1355;
4;62.503;116.5724;
5;62.5913;116.584;
6;65.0796;116.123;
7;66.4854;115.0939;
8;69.5634;113.4976;
9;70.4476;112.8872;
10;70.1734;112.7005;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB 5436;;;
1;35.1367;103.673;
2;35.1367;104.319;
3;36.1244;104.1779;
4;36.7946;104.4291;
5;36.863;104.4338;
6;38.8655;104.262;
7;38.96;104.2072;
8;42.7594;101.8328;
9;43.8083;101.262;
10;43.5813;101.0492;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB 5164;;;
1;34.7511;110.6202;
2;34.7511;111.3433;
3;36.0685;111.326;
4;36.8164;111.7324;
5;37.0133;111.7318;
6;39.837;111.0776;
7;40.0399;110.6848;
8;44.0645;108.3183;
9;44.9846;107.6863;
10;44.6852;107.4315;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB 5157;;;
1;80.2955;139.1702;
2;80.2955;140.2338;
3;82.6356;139.9522;
4;83.3962;140.2295;
5;83.4603;140.2336;
6;88.0184;138.9725;
7;88.2918;138.6176;
8;94.4736;135.3712;
9;95.4409;134.9676;
10;95.0292;134.5092;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB 5182;;;
1;80.3422;147.5508;
2;80.3422;148.7657;
3;82.7256;148.6069;
4;83.675;148.847;
5;84.1548;148.853;
6;88.0058;147.631;
7;88.068;147.5111;
8;94.3462;143.372;
9;95.5672;142.659;
10;95.2553;142.457;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB 5139;;;
1;46.7853;138.1177;
2;46.7853;138.9615;
3;48.8554;138.7051;
4;49.6046;139.1379;
5;49.6504;139.1417;
6;56.3051;137.4329;
7;56.5467;137.1278;
8;60.6935;135.1607;
9;61.6367;134.7334;
10;61.2511;134.414;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB 5435;;;
1;47.6862;145.909;
2;47.6862;146.5241;
3;49.992;146.1114;
4;51.0707;146.5975;
5;51.3154;146.6057;
6;56.9531;145.0634;
7;57.4008;144.6919;
8;62.1428;142.6769;
9;63.1796;142.3661;
10;62.3006;141.9589;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB 5169;;;
1;86.6341;162.2062;
2;86.6341;162.8397;
3;87.0721;162.6927;
4;88.5126;162.9985;
5;88.6295;163.0078;
6;92.7744;161.9578;
7;93.3335;161.4962;
8;96.015;160.3791;
9;97.0639;160.014;
10;96.6795;159.7661;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB 5445;;;
1;86.3811;168.8238;
2;86.3811;169.5411;
3;87.2792;169.256;
4;87.8153;169.7313;
5;87.9674;169.737;
6;90.5982;168.8779;
7;90.61;168.8003;
8;94.1236;166.2375;
9;95.108;165.8825;
10;94.7652;165.581;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB 46596;;;
1;87.2223;175.9885;
2;87.2223;176.5133;
3;88.5937;176.3016;
4;89.1208;176.9021;
5;89.6564;176.8925;
6;93.9882;175.6708;
7;94.1923;175.3969;
8;96.9502;173.9164;
9;97.8321;173.5985;
10;97.4639;173.3929;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB 5423;;;
1;65.6555;163.322;
2;65.6555;164.3685;
3;66.8079;164.1304;
4;67.4821;164.566;
5;67.6468;164.5658;
6;70.4667;163.6236;
7;70.5976;163.3673;
8;74.1191;160.5438;
9;75.1532;160.0107;
10;74.9208;159.7163;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB 5155;;;
1;65.7662;170.3198;
2;65.7662;170.9636;
3;66.7279;170.8937;
4;67.4383;171.3382;
5;67.4864;171.3419;
6;70.4232;170.5648;
7;70.5287;170.3903;
8;74.2858;167.7268;
9;75.3838;167.2109;
10;75.1445;166.874;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB 5179;;;
1;65.634;176.9984;
2;65.634;177.8907;
3;66.7791;177.8849;
4;67.623;178.1741;
5;67.8377;178.1784;
6;70.5871;177.6521;
7;70.883;177.3251;
8;74.7178;174.5908;
9;75.8808;173.7281;
10;75.6502;173.434;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB 46598;;;
1;45.2239;162.8;
2;45.2239;163.4659;
3;46.2961;163.2363;
4;46.9658;163.6246;
5;47.1751;163.6361;
6;50.2322;162.7291;
7;50.6819;162.2267;
8;53.1262;161.2919;
9;54.1819;161.0523;
10;53.5385;160.6359;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB 121941;;;
1;44.9124;168.7147;
2;44.9124;169.482;
3;46.2441;169.235;
4;46.9056;169.6098;
5;47.528;169.6011;
6;49.946;168.63;
7;50.0488;168.4673;
8;52.2237;167.3962;
9;53.3044;166.9211;
10;53.0137;166.6912;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB9134;;;
;10.7456;94.3703;
;10.7456;95.2453;
;9.7343;95.1013;
;8.5979;95.5047;
;8.0657;95.5045;
;5.1724;94.6173;
;4.422;94.0165;
;2.8169;93.1905;
;1.708;92.737;
;1.9839;92.4275;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB 63668;;;
1;261.7149;215.7364;
2;261.7149;216.341;
3;262.3006;216.3442;
4;262.8746;216.3454;
5;264.2071;216.342;
6;264.6128;216.1194;
7;264.987;215.5568;
8;267.8193;213.8925;
9;268.4811;213.671;
10;268.1819;213.4098;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB 100653;;;
1;68.7513;14.9788;
2;68.7513;16.6428;
3;70.0536;16.5692;
4;74.6867;18.0743;
5;74.823;18.0688;
6;82.1646;15.0055;
7;82.1875;14.7477;
8;86.2255;12.6671;
9;87.3733;12.0364;
10;87.1075;11.7093;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Barcelona
MCB 100640;;;
1;258.8596;129.6501;
2;258.8596;129.9779;
3;261.4628;129.972;
4;261.9391;129.8423;
5;262.0456;129.8337;
6;267.516;127.3588;
7;267.5527;127.1315;
8;270.0395;126.371;
9;272.6474;125.2478;
10;272.3883;124.8691;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Barcelona
MCB 5151;;;
1;47.7906;153.0864;
2;47.7906;154.302;
3;49.9644;153.9088;
4;50.546;154.333;
5;50.6819;154.3443;
6;58.7678;152.3264;
7;59.6983;151.6297;
8;60.9154;150.7786;
9;63.5118;149.1894;
10;63.3102;148.9097;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB 5131;;;
1;67.1199;193.4088;
2;67.1199;194.1437;
3;68.7539;194.0827;
4;70.5698;194.0614;
5;70.641;194.0682;
6;76.007;191.1598;
7;77.1976;189.9868;
8;80.5341;188.5436;
9;81.9062;187.6737;
10;81.7677;187.4512;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB 100611;;;
1;117.3032;45.4291;
2;117.3032;44.772;
3;117.5014;44.7728;
4;122.2755;43.5161;
5;122.358;43.5126;
6;127.8952;45.3541;
7;128.1787;45.5762;
8;130.8411;45.9406;
9;132.3806;46.2176;
10;131.3042;46.6575;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Barcelona
MCB 100601;;;
1;115.3894;35.9968;
2;115.3894;34.9443;
3;115.5341;34.94;
4;121.1134;33.5869;
5;121.3157;33.5852;
6;124.7004;34.1628;
7;128.6392;35.9791;
8;131.7142;36.7935;
9;133.5193;36.995;
10;132.2417;37.5658;
Shape;;;Plat
Decoration;;;Luster
